"Company","Year","Text"
"Amaurot Cookies",2021,"Chips ! is a mass-production outfit, so there's always going to be something a bit industrial about the cookies they turn out. These are definitely very edible and, if not exactly addictive, I could (and did) find myself putting away more of them than I should at one sitting. I didn't think these ""Chocofudge"" cookies were as good as the all-chocolate ""Megafudge"" variety, but still, the quality of the chocolate was, again, industrial at best. My wife, who knows her chocolate, said it tasted like they were trying to craft something darker than milk chocolate without the characteristic bitterness of true dark chocolate. She didn't think they succeeded. But if you're not looking for a connoisseur cookie experience and just need something for the snackin', these might not be bad to keep in the cabinet. If they make it there before you eat them all."
"Amaurot Cookies",2022,"What can I say?  I love Chips  and this one with a nice fudgy filling was just what the doctor ordered.  I'm a chocoholic and proud of it!  The cookies are nice and soft with just the right amount of choco chips that are enough to satisfy even the pickiest of chocolate lovers.  Ahhhhh, these with a nice cup of ice coffee, YUMM!I do so like the softer cookies better I think even though if you are going to be dunking you might want the hard ones.  They are great with ice cream also.  I softened up some good chocolate ice cream and crumbled up pieces of these cookies and mixed together then refroze and oh my it made a nice sundae for the terrible heat we've been having.  You have got to try a few as I'm  sure you'll be hooked in no time."
"Amaurot Cookies",2021,"We really liked these cookies!  While we were expecting them to be hard and crispy like the regular Chips  cookies, these were actually soft and chewy, just like a home baked cookie.  With the addition of the chocolate, gooey center, these cookies exceeded our expectations and will definitely be something we purchase again in the future.  These cookies will satisfy your sweet tooth and go great in milk.  Try some and you'll see that I'm right!"
"Amaurot Cookies",2021,"Basically these are Chips  chocolate chip cookies with a fudge center. When I first got them they were very gooey, as it was over 100 degrees that day. I put them in the fridge and that fixed that. But after trying them hot and gooey, room temperature and some-what gooey and cold and not-gooey from the fridge, I have to say, I liked the cold from the fridge ones the best.Overall though, the original Chips  chocolate chip cookies taste far better to me and the gooey factor just tasted gross. I'll stick with the Original from now on."
"Amaurot Cookies",2021,"These cookies are chocolate deliciousness.  The title of Gooey might be a bit much and they don't really live up to the image.  The center has more chocolate (but not gooey and not like the photo).  If you chill these cookies there is really next to no gooey coming out of the center.  The flavor of these is really nice and they are soft!"
"Amaurot Cookies",2020,"I can understand the mixed reviews for these cookies.  The taste is what it is but that just means some folks will like them and some won't. I thought they were fine. I wouldn't buy them again mainly because I try to avoid eating cookies, but I didn't sense any chemical or plastic character as some reviewers mentioned.  Each cookie contains an abundance of gooey chocolate fudge that is definitely very sweet. The dough itself is also sweet and I thought it had a good texture to it. Not too crumbly, but soft and chewable.  I like these much better than the regular Chips  cookies which to me do taste artificial. The only drawback - each cookie has 70 calories and they are not very big. On the plus side, even one cookie gives you an overload of chocolate and sugar so I can see why such a small thing is so caloric.I would recommend just buying them for yourself and tasting them.  What is ""too sweet"" for some is ""just right"" for others. I found them to be very chocolately and sweet."
"Amaurot Cookies",2022,"Chips ! Chewy Gooey Chocofudge are normal size cookies with a chocolate chip type dough with a fudge type layer within.  The dough itself is good and the fudge is tasty.  Although I enjoy these cookies I think that I like Chips  chocolate chip cookies better."
"Amaurot Cookies",2020,"It's been a long time since I've purchased this sort of cookie, and I was surprised by how sweet they are.It's overpowering.  It doesn't even taste like chocolate.  I just get SWEET SWEET SWEET in my mouth, and there isn't any other data getting to my brain.  After I eat the cookie, the aftertaste is actually a bit noxious.I also requested a different flavor from this brand, and surprisingly, they taste great.  These simply don't.  I love chocolate chip cookies, but perhaps I'm spoiled because I bake a lot.  These are simply too processed and sweet for me.  And I'm no snob.  I love cheap junk food.They are chewy, and they are filled with some kind of super sweet frosting, but it's just too darn sweet.  Makes my teeth hurt just thinking about it.  Also, when I cleaned out my desk I discovered one of these cookies had fallen out of my lunch bag a few weeks before.  It probably spent five weeks in the open air, and yet it was identical to a fresh cookie from the original package.  No bugs had touched it.  It hadn't dried out.  Whatever they are using to preserve this product is potent.I realize prospective customers for this product are not looking for Martha Stewart's $100 chef inspired perfect cookie, but they probably want something that is reasonably wholesome and tastes less like chemicals and corn syrup."
"Amaurot Cookies",2020,"You know those soft chips  cookies that you so love? These are not those.These are smaller than those, stuffed with some plasticy-tasting 'fudge' that's actually pretty solid. Maybe like a brick of fudge but less yummy?It's 4 points plus for 2 cookies if you're doing Weight Watchers and TOTALLY not worth it.They also turn rock hard within a week and a half so chow down fast. Or just throw them out. That's probably a better option.Again, Ew."
"Amaurot Cookies",2020,"It's ok- kids and young people will like it, but older people or those not into supersweet chemistry will find it too much. It's soft, chewy, and the one good thing is, after two cookies, you will want to share it because you won't be able to eat more!"
"Amaurot Cookies",2021,"I received a package of both these and the Chewy Gooey Megafudge... so I will compare both of them.  These are excellent cookies for a store bought cookie. They are soft and have a great flavor.  Although I'm more of a brownie person (and thus loved the other variety), my husband is an avid chocolate chip lover and greatly preferred this version.  Lots of chocolate inside makes it an awesome cookie... no more plain cookie if you happen to be low on chips in each bite. EACH bit is guaranteed chocolate since it has a nice chocolate center. But it's not overbearing at all, it's really done quite nicely.  My only complaint is really towards store cookies in general: they all have a tendency to have that store bought chemical taste (I think it's the preservatives). Nothing quite like homemade in that regard!  So I took off a star for that. SOME expensive brands somehow mange this by having quick expiration dates, and if you want to spend the money on those it's worth it!"
"Amaurot Cookies",2022,"Well, I can tell you, these didn't last long after I brought them to work.  Anything chocolate, of course, elicits immediate interest, but there were two of us working in the area when I opened the bag and a scant 3 hours later I discovered that only about 6 cookies remained. The fudgy center is certainly an added bonus to an already good cookie. The consistancy is good; not too soft, not too brittle - and overall flavor is excellent also. This would be another thumbs up."
"Amaurot Cookies",2021,"Homemade cookies are the best in life, so I won't attempt to compare this to them.For a store-bought cookie, they are decent. I liked the MegaFudge better.They are soft and have a fudge ""ribbon"" in the middle that improves after having been microwaved. They do have that store-bought cookie after-taste, but they are a good cookie for an emergency treat or dessert on vacation.I feel like they could have included more in the package. The package seems disproportional to the amount of cookies you actually get. Also, they are quite fattening. The calorie and fat content is high per serving, but it is a cookie afterall.I may or may not get these again."
"Amaurot Cookies",2022,"There must be a common ingredient that all ""chewy"" cookie makers use because they all taste the same. Be it Soft Chews, Chips  Chewy, or even Pepperidge Farm, whatever it is that keeps these cookies chewy also keeps them palpably homogeneous.  Chips  Gooey are no different.  Even the ""fudge"" on the inside tastes like ""that flavor"". Now don't get me wrong, ""that flavor"" is good and put me in the right mood, it's positively addicting.  Just know that's exactly what you're getting into here and don't expect a chocolate chip symphony in your mouth."
"Amaurot Cookies",2021,"These cookies were good for a packaged cookie. Of course, with three kids, cookies of any sort are not long in the house. Here's the breakdown:1. Crumbled cookies: I didn't have the problems with crumbled cookies that other reviewers had. They held together nicely. However, getting baked goods shipped to you always has a risk, especially during times of temperature extremes like summer. So, that might be a problem in some cases.2. Taste: these cookies are no comparison to a homemade cookie, but what packaged cookie is? The taste is about the same as a regular Chips  Cookie if you added chocolate frosting to it. They do taste like a commercially processed food. Most likely because they are.The chocolate filling adds an additional flavor to the normal Chips  taste. It's good, but not super exciting.3. Gooey-ness: The picture and label hints that you're looking at a fudgy-gooey center. The package I had was good, but the chocolate was more a disc of chocolate. It was not hard, but it wasn't the runny-chewy that it looks like.4. Overall: these cookies weren't bad, but they also aren't something extremely exciting.These are ok if you want to keep a package of cookies laying around."
"Amaurot Cookies",2020,"My 7 year old liked this cookie, but  she couldn't handle eating any more than 1 a day because it was overly sweet.Personally, I didn't care for the taste that was full of preservatives and was the furthest thing to the standard home or stored baked cookies. It's interesting that they were able to keep the chocolate soft inside the cookie, but it didn't add any value to the cookie. The cookie was indded soft, crumbly, w/ lots of chocolate inside but the overall taste was just too unnatural to enjoy.It's not something I'd recommend."
"Amaurot Cookies",2020,"To me, despite the Chewy Gooey Chocofudge hype, these tasted pretty much like any other packaged soft chocolate chip cookie that I've had.  They are small enough that it just takes one bite to eat one.  It's very soft and so is the chocolate fudge in the middle and the chocolate chips.  They tended to already be broken or crumble pretty easily.  The chocolate is very sweet with little cocoa taste and the cookie itself is also very sweet.  You definitely need a glass of milk to go with these.Overall, it's a pretty basic packaged cookie experience - no surprises or anything special.  My kids of course liked them the most.  I don't think the package lasted more than half a day in our house."
"Amaurot Cookies",2020,"I saw these in the store and wanted to try them because they looked like something so chocolatey and delicious. I couldn't wait to bite into one and have the chocolate just ooze out of it. Unfortunately, when I tried it there was no oozing or chocolate explosion or really any sort of different flavor from the soft chewy Chips !So, I thought to myself, aha! If I warm them up in the microwave they'll get the texture and oozyness that I'm looking for. Again, big disappointment. It was just a warm cookie.I'd have to say that these are really no different then the chewy Chips ! There may be a slightly more chocolate filling flavor but not like what you'd expect from something that claims it's gooey. The cookie certainly doesn't look like the image on the cover. Even after the microwave it still pulled apart without any goozing of any sort.They're good cookies and all just not what I expected or hoped for."
"Amaurot Cookies",2022,"My husband and I love chocolate chip cookies.  We enjoy especially ones that are warm and gooey.  So when I saw these we just had to try them - they are great.  I often make the refrigerated cookies and we eat them while they are still warm.  These cookies taste like they are fresh from the oven; pop them in the microwave for 20 seconds - warm cookies from the oven.  The package kept them fresh even after being opened for a about a week.  An added bonus the fudgy center."
"Amaurot Cookies",2022,"take Chewy Chips , add some EL Fudge to the center, and this is the beautiful baby you get. while i'm not sure 'gooey' is the right word for the fudge in the middle, i am sure that tasty is the right word to describe this cookie.the fudge in the center adds a little extra chocolaty flavor without ruining the texture and deliciousness of the cookie. so good."
"Amaurot Cookies",2021,"To begin with, I opened the package and found about 20% of the cookies had already crumbled into pieces.  That's how fragile these cookies are.  With homemade cookies, I've always preferred the soft and chewy ones, but these go beyond soft.  I found the taste of the cookie itself to be only okay, and the fudge filling wasn't what I would call gooey.  I tried eating these at room temperature, warmed in the microwave, and cold from the fridge, and there are still plenty of store-bought cookies I would prefer over these."
"Amaurot Cookies",2021,"These cookies are okay for grocery store cookies made with preservatives.  They aren't as good as Nestle Tollhouse or Mrs. Fields but they're better than the unrecognizable brands one might buy at a gas station.  The ""gooey"" filling is surrounded by a chocolate ""shell"" within the cookie and makes for contrasting textures - soft cookie, chocolate shell and gooey center.  While these are in the Chips  line, they are quite different from the original.  Not better or worse.  Just different."
"Amaurot Cookies",2021,"I like ginger a lot, but these cookies are very, very strong. I really wasn't expecting the flavor to overpower the cup of tea (lemon ginger). I rather thought it would complement well."
"Amaurot Cookies",2021,"Ginger snaps have a special place for me, one of my top 3 cookies (peanut butter cookies done right are number one, then giner snaps or molasses).  When I had the chance to get these from Amazon Vine program I had to try them.  These are some very good ginger snaps, the ginger flavor is nice and strong for those who enjoy a gingery flavor without to much for a casual eater.  These are outstanding with a nice tea."
"Amaurot Cookies",2020,"This review will be rather short, since there's not a lot to say. Overall, cookies are good. Being organic is a huge bonus!  After having several people try them, including my son who absolutely loves ginger, the conclusion was ""too much ginger."" It's potent.So if you love ginger, definitely give these a try. But don't expect it to be as mild as your typical ginger snaps."
"Amaurot Cookies",2022,"This is one of the best cookies. My kids loved them too. they are really flavorful and not so hard my teeth couldnt get through them. Really good cookies i would get again"
"Amaurot Cookies",2020,"I love that there are more and more organic options out there, and Paul and Nell Newman is a brand I trust.I eagerly anticipated the cookies, but for me they were too sweet.  I'd not be fair to let me be the only judge, as Gordy thought they were great!They were crunchy with some sugar topping them.  They had a very ginger taste which was good, but as I said, for me they were too sweet.If you like crunchy sweet ginger cookies, this is the ticket for you.  Me? not so much."
"Amaurot Cookies",2022,"If you are a fan of ginger snaps then I believe you owe it to yourself to give these a try.I love ginger, and I thought these were really authentic -they really tasted like ginger, and not a watered down cookie with a bunch of other ingredients that made it taste more like a shortbread cookie with ginger flavoring...These cookies are completely organic, which made me feel even better about eating them.  (I mean, they are still cookies, but at least I can avoid some of the ingredients that don't add value to my health.)They had bits of crystalized ginger in them, and they tasted slightly spicy (because of the ginger) and, best of all, they snapped when I broke them.  So, they had ginger, and they definitely had SNAP: the best of both worlds!Recommended to those who want a more traditional ginger snap cookie, and who like cooking with fresh ginger root."
"Amaurot Cookies",2021,"Very tasty cookies with just the right amount of snap and ginger. One star lost due to the fact that they got stale pretty quickly, even when the bag was tightly closed."
"Amaurot Cookies",2022,"Ginger is a favorite flavor and these snaps really deliver. Often I find that ginger flavored baked good have a chemical taste that reminds me of soap, but not these cookies, the taste of real ginger shines through. I also love the fact that all profits go toward the Hole in the Wall Gang Camps, a worldwide network of facilities that give sick, disabled, and disadvantaged kids the opportunity to have a summer camp experience."
"Amaurot Cookies",2021,"I enjoy eating ginger flavored things, and ginger snaps are no exception. This review will not take into account that these are vegan cookies, as I rarely eat vegan cookies, so I can't really compare that aspect to anything else.These cookies are hard, but I didn't find them too hard that they were inedible. They also have a strong ginger taste. It's incredibly intense, and these cookies are not that sweet. I personally thought they were slightly too strong. I plan to have these with some tea, as it will infuse the tea with ginger and make the cookies softer.If you are looking for an intense ginger snap cookie, then definitely try these."
"Amaurot Cookies",2022,"Wow, was I disappointed with these cookies!  I love ginger so I was really looking forward to a cookie that other reviewers referred to as spicy.  Well, yes, these cookies are spicy if you can actually chew them.  The bag I got was filled with cookies that were hard as rocks.  They were impossible to eat without ripping the roof of your mouth to shreds.  The first one I tried I actually had to spit out!  I thought that perhaps it was just a bad one and that maybe the other cookies would be different.  Let me say that they at least have solid quality control at the factory because they were all hard as rocks.  I even tapped one repeatedly really hard on the table and but it had no effect: it didn't break, crack, crumble or even shed a crumb or two - it was absolutely intact.  Try that with any other cookie!Our yard is filled with squirrels and sometimes I put out food for them, so I tossed one of these cookies out in the yard four months ago and it's still there!  Seriously.  It looks exactly like it did when I threw it out there!  Usually I have to hide sweet things in my house or my twenty year old nephew eats them, but I left these out on the counter and after trying one he's never gone back for another... that's never happened before. I ended up throwing them away because no one wanted them.I don't know how my experience can be so different from so many other reviewers - perhaps I got a bad bag.  I'm certainly not going to waste money on another bag to find out."
"Amaurot Cookies",2021,"Loved the cookies. Reminded me of the ginger snaps my grandma used to make. Recommended for all.Sam Hendricks, author Fantasy Baseball for Beginners"
"Amaurot Cookies",2021,"I'll preface this review by stating that I think  Own Newman-O cookies are better than Oreos.That's why I was a bit disappointed with  Own's ginger snaps.  The flavor was okay, but I would have preferred a bit more ginger flavor.  My real issue is that within the same bag, I had some cookies that were crisp (as one would expect from a ginger ""snap"") and others that were more like a soft molasses cookie.  Not that I mind soft cookies, but it just seemed odd to not know what I was going to get when I pulled the next cookie out of this bag.  Seems like a quality control issue to me.I didn't feel ill after eating any of these cookies so I assume there wasn't really anything wrong with them, but I don't think I've ever bought any other brand of cookie where the quality in the same bag varied so widely."
"Amaurot Cookies",2022,"These cookies are my new guilty pleasure - worth every calorie. I had to order a case after trying the first sample bag. I just can't stop nibbling away at these cookies. They are absolutely addictive.They are very crisp and a bit hard, so if your teeth are sensitive, plan on dunking these in your favorite beverage. The ginger taste is pungent, quite strong. They are loaded with tiny dried bits of candied ginger that turn chewy in your mouth. The ginger flavor is so intense - not for the faint at heart - that my mouth actually tingles with that ""ginger burn"" I enjoy so much.So if you like mild, boring, blah-tasting grocery chain wafers, stay away from these. But if your taste buds are ready for a wake up call, then these organic cookies are just the ticket."
"Amaurot Cookies",2021,"A lot of people are saying that this cookie is too spicy. Perhaps it is because most people have become accustomed to ginger snaps that don't actually have any ginger in them.Just like it's hard to find ""Ginger Ale"" with real ginger anymore, it's hard to find a ginger snap with that authentic, bite you back, spice.Everyone in my house likes real ginger ale, and a couple of us love it. It fell down the same lines as to who liked these cookies, and who loved them.Great ginger bite, not too sweet, nice molasses flavor."
"Amaurot Cookies",2022,"First impression, very firm, dense texture, almost ""shred the roof of your mouth"" sharp when you bite into it.The initial taste isn't horrible, it's when the very bitter aftertaste kicks in that you start feeling like you want to turn off your taste buds.I had hopes for this product, that it didn't even come close to filling.With a name like """" I was expecting a high quality, tasty, organic, product.It might be organic, but tasty and hiqh quality don't apply in this case.Even my grandson tried one (almost 4 years old) if you have ever been around toddlers or preschoolers, it would be rare to find one that would say ""NO"" to a second cookie. However, my grandson didn't care for the taste of the cookie either, and he actually really likes Ginger Snaps!When offered a second one of these cookies, he backed away from me and told me ""NO"".This has left me with most of the bag of cookies, and a new inside, family joke, ""be good or I will give you a cookie"", because nobody in my family would try more then one other than me, and that was purely for research purposes on my part, since I did not like the taste."
"Amaurot Cookies",2021,"Bite the tongue! Crispy and tart. My kind of cookie. Almost HOT with that really old-fashioned taste.Just a couple at a time was all I needed for the sweet tooth but weren't very sweet really. I do like all the  Own products I've used and this one is at the top of the list.If you like ginger snaps and you like them ""snappy"" then this is your kind of cookie!"
"Amaurot Cookies",2020,"I am married with two kids and a grandma who lives upstairs. We all love sweets and aren't very picky about which ones we eat. But no one liked these. They were that terrible. My 8 year old refused to swallow and my 2 year old made the worst face, spit it out and said, ""no more cookie."" I found them to be too crisp and very bland, reminiscent of cardboard. Yes I said cardboard. These are what I imagine cardboard to taste like. My grandmother loves sweets, but rarely buys them so she welcomes all treats. She didn't care for these and refused the bag. My hubby wouldn't try them after hearing our negative reviews and stuck w pie. These were the first sweet treat that I ever had to throw away."
"Amaurot Cookies",2021,"I am a huge fan of ginger snaps so when I tried  Organic Ginger Snaps I was pleasantly surprised at how good they taste!  They are also crunchy which give them the extra ""Snap"" (and they are a perfect compliment to coffee or tea!).  The flavor is distinctly ginger like but not too sharp and not too sweet.  They tasted very fresh as well.  The size of the cookies is on the small size so they are perfect for kids or for tea time!  Be warned, though... you could eat the entire bag!"
"Amaurot Cookies",2021,"I don't believe I would order these cookies again, but they were ok, just not a re-buy for me. Like typical ginger snap cookies they were hard, dry, and crunchy; however, the real ginger pieces had a slightly moist and chewy texture. The ginger flavor was quite strong and fairly natural tasting. I thought the cookies bordered on being overcooked and had a slightly bitter flavor. If what I have described sounds like something that you would like then these are for you! I like the flavor and consistent texture of regular grocery store ginger snaps better."
"Amaurot Cookies",2022,"These Ginger Snaps are made with organic flour and organic sugar, and are also vegan.  The ingredient list is pleasantly short and includes both candied and ground ginger.  I suspect the combination of the two types of ginger is why the cookies have such a strong bite.  These are not a mild cookie; they are very spicy and delicious.  Five cookies contain only 130 calories, and because of their kick, I only ate one or two cookies at a time.  This makes them a pretty low calorie snack.  My only real complaint about the cookies was the texture.  I like either a moist, soft cookie or one that is crisp and a little brittle.  Unfortunately, these were hard and chewy, almost as if they were stale.  I definitely wouldn't serve them to anyone who didn't have strong teeth."
"Amaurot Cookies",2021,"As someone who likes organic products and gingersnaps, I was intrigued by this product. First off, let me point out that these are NOT your mother's gingersnap cookies. They are very clearly something that came from a factory and were mass-produced, and when I first tried them after opening the bag, they were very tough to chew, pretty dry. I would have a drink with them, especially since they were a lot spicier than other gingersnap cookies I've had. They do, however, keep VERY well, despite not being loaded with preservatives. Just roll up the bag and they'll stay good for several days at least, after which point I actually found them more enjoyable as they'd softened slightly.All-in-all, not the greatest store-bought cookie I've ever had, but if you are into organic products and like gingersnaps, these are definitely worth giving a try."
"Amaurot Cookies",2021,"I really like Ginger snap cookies, but these ones have almost a sharp ginger tone to it.  It's a very small, hard, crunchy cookie.  You have to bite down pretty hard to crunch it.  Then there is a burst of sharp ginger flavor as you chew on the little bits of ginger in the cookie.  The little bits of ginger do get a little gummy like and can get stuck in your teeth.  This cookie definitely packs a punch.  If you like a sharp ginger cookie and you don't mind if the cookies are hard, then this is the cookie for you.  If you like soft, moist, chewy cookies, then you won't like this.  If you're used to generic store-bought ginger snaps, then the strong ginger flavor in this cookie may surprise you.  I think this is a quality cookie and I don't feel guilty at all snacking on them."
"Amaurot Cookies",2022,"If you like ginger, you are going to love these cookies.  They are made with real candied ginger and - true to  Own mantra - they are made with more than 70% organic ingredients.  There are no hydrogenated fats, no fake colors or flavors, and they are totally vegan (no dairy/no eggs were used in this production of these cookies).Really scrummy cookies for the ginger fan.  Pick up a bag to pack in someone's lunch, take on the airplane for a snack, or just to have with a glass of milk."
"Amaurot Cookies",2021,"These cookies are delicious!  Definitely for a more sophisticate palate, as they are very crunchy, and their flavor is rich, with a true ginger flavor.  The flavor really evolves from the first bite until after you've swallowed the last bit.  They leave your mouth with an almost spicy feeling.  You will likely not overindulge and eat the whole bag all at once, but you will enjoy every bite!"
"Amaurot Cookies",2020,"Ginger snaps:  The name says it all, you want ginger and you want snap.  These have the ginger for sure, with a lingering burn in the throat.  And they sure have snap, they're very crunchy.I'm taking a point off because I think they go overboard on both accounts.  The lingering burn seems a bit excessive, although some might really enjoy it.  But the crunch really seems like a flaw, these cookies are bordering on hard.I still ate the whole bag though.  :)"
"Amaurot Cookies",2021,"I generally enjoy ginger cookies but these were not to my liking.  The ginger was very strong which is probably a plus to some people but I prefer a more subtle flavor.  The biggest problem was they were incredibly hard (break-a-tooth hard) and seemed a bit burnt.  My daughter (age 21) also tried them and thought they were awful."
"Amaurot Cookies",2021,"Standard disclaimer:  Own Organics Ginger Snaps were obtained via the Amazon Vine program.Ok, my wife and I tried these ginger snaps and came to the same conclusion:  They're spicy and hard.The ginger is pronounced.  REALLY pronounced.  You have to eat this with a cup of tea or a glass of milk to cut the sharpness.  Another reason to have liquids on hand: these little suckers are HARD.  Serious crunch going on here.  However, a dunk in the aforementioned tea will soften them right up.I dig ginger snaps with a hot cup of tea, so you'd think these would be right up my alley.  BUT, the spice is a touch too harsh and the hardness of the cookie takes a serious dunk to get over.  Still, I can deal. Especially on a cold day.However, if you're looking for a snack cookie you can munch right out of the bag, these are NOT for you."
"Amaurot Cookies",2020,"This cookie offers the American version of gingerbread (i.e., the flavor of mixed spices and molasses including enough ginger to impart a mild bite) in a crunchy form.  It uses a mild-flavored molasses which does not overpower the spices.If you like gingerbread in a small, crunchy bite-sized format, you will love this cookie.  Personally I prefer  Own ginger oreos for crunchy ginger, and I would have liked this cookie to be in a soft-bake format."
"Amaurot Cookies",2020,"These cookies are crumbly in texture and small enough for one bite.  The taste is pretty spicy, so you should have a glass of milk at hand.  They are certainly different from other store bought ginger snaps, but I'm not sure they are any better.  I liked them, though."
"Amaurot Cookies",2020,"Yep, I did a blindfold taste test.  I got the  Ginger Snaps, placed them aside, and went to the store and bought Nabisco Ginger Snaps.  I did NOT open either package.  I had my wife open the packages.  She broke the cookies into bite size, handed them to me and I did 5 separate taste tests.  Of course, I had my glass of milk to complete the full test.  She mixed them up, different  brand in different order.  It would have been a better test if I could have gotten a third brand......could not find one.  The words that I used to describe Nabisco (as it turned out) Ginger Snaps were subtle, and  chewy.  The words that I used to describe  Ginger Snaps were more vibrant, more ginger taste, crunchier, and more ginger flavor.  Across the board....all 5 times.....I rated the  Ginger Snaps superior to the Nabisco brand.  I cannot compare against any other brand.  Seems I like the  Ginger Snaps.I have never actually done a taste test without kinda knowing the end result.  In this case, I swear that I never opened the boxes.  I had no idea what they looked like, so I really was doing this taste test thing for real.  I like Ginger Snaps....have not bought them for years......my kids don't really like them.  But they are all in college, so I can now buy things I want to eat.  I like Ginger Snaps.......with a tall glass of milk.I actually like both brands, but I give the  Ginger Snaps points for being more what I THINK a Ginger Snap should taste like.Hope this helps.  Good eats."
"Amaurot Cookies",2022,"I'll start with positive (always the best, right?).  My husband LOVES these cookies, seriously loves them.  I can tell you that I dislike them for the same reason he loves them so this cookie with be a love it or hate it kind of thing.  These are no kidding Ginger snaps.  No fake stuff here.  It is flavored with real ginger, to the point that there are even little bits of candied ginger in the cookies.  This is what my husband loves about them, the extra zip every time you bite into that bit of ginger and chew on it (it is big enough that you do chew on it).  I do not like that zip from the chunks of ginger, I couldn't finish the first cookie I ate out of the bag.  My husband happily finished off the entire bag in 2 days.Bottom line... if you love ginger and things that have a little bit of bite to it then you will love these ginger snaps.  They are worth trying and I absolutely LOVE the  brand.  (especially the marinara sauce.. just sayin')"
"Amaurot Cookies",2022,"These cookies really have some zip.  The ginger flavor is just right.  The cookies I sampled were burnt on the bottom and hard but so tasty I will give them another chance."
"Amaurot Cookies",2021,"These cookies are very good, but I'd only recommend them if you really love ginger snaps, because they go all out to be authentic. The ginger taste is very strong and the cookies are actually spicy, with a strong ginger aftertaste. They're also quite hard! If you like authentic ginger snaps, definitely give these a try. I'm not a huge fan of this type of cookie so for me they were just okay, but I can see how they'd be a huge hit with people who love ginger snaps. The ingredients are remarkably natural and not a huge list of unrecognizable chemicals. The bag is easily resealable, plus it's a generous size. Check these out if you like your ginger snaps very gingery and very snappy!"
"Amaurot Cookies",2021,"Crystallized ginger is eaten like candy in my house, so you can better believe I was thrilled to see these cookies.  The individual cookies are not overly large, which is a good thing since they are packed with real bits of crystallized ginger, giving them a slightly spicy zing.  If the cookies were bigger it might be too much.  They are crunchy, but not to the point that they crack and crumble everywhere.  I tried them with hot coffee as well as cold milk and they went well with both."
"Amaurot Cookies",2020,"First off, the flavor of these cookies is excellent. TheY really have that spicy fresh/candied ginger bite. Unfortunately, the overall texture and density of the cookie doesn't do justice to the flavor.The cookies are very hard and dense, much like peppernuts. But they're too big to get away with it like peppernuts do. So instead they just seem too hard and kind of stale.I did like that there wee lots of funny odd-shaped cookies, not all perfectly uniform factory specimens. I don't know whether mine weree flawed or this was by design, but I thought it charming.If you're going to crush these for a recipe, for instance, pumpkin pie crust, they would be outstanding. They're also great dunking cookies for tea and coffee--here the hardness really works. But on their own, they just come off as stale, dry cookies with a great ginger kick."
"Amaurot Cookies",2021,"The best ginger snaps are hard, crunchy, and gingery with a touch of heat and without cloying sweetness.   Own Organics Ginger Snaps succeed as far as I'm concerned.These cookies are small -- which I also like.  They go especially well with an afternoon cup of coffee.People who prefer big soft sweet cookies may not like these -- they are an authentic ginger snap.  I thought they were delicious as did the rest of the family -- and we will be purchasing these in the future."
"Amaurot Cookies",2022,"Thank you  for your  Own Organics Ginger Snaps, Family Recipe Cookies. My husband loves ginger snaps but hasn't found any in the states (he's Canadian) that he has liked. He loved these and said they were closest to the flavor of his Mother's cookies.Thanks again and I highly recommend these cookies."
"Amaurot Cookies",2022,"Well, these didn't last long around the house.  Nor did I get to sample all of them despite the fact that I, and not my wife and son, am the reviewer around here.  Suffice to say that these were a big hit. They've got a strong ginger bite to them, so you don't want ginger taste in your ginger snaps, these aren't the cookies for you. But if you like ginger, they're great.  They are very crunchy, so again, if you like soft, not the ones for you. But if you like snappy, they're great.  They aren't at all too sweet, which is often a complaint of mine with regard to cookies and snacks.  And did I mention they're very gingery? Linger in your mouth, flavor-pop gingery. the all-organic is an obvious plus.  The package comes with a bit of tape to help you reseal it once you've opened it. To be honest, it won't get much use--once you open it, they'll pretty much be gone.  Highly recommended."
"Amaurot Cookies",2022,"This review is for  Own Organics Ginger Snaps, Family Recipe Cookies.These ginger snaps taste good.  The cookies are about 1.25"" in diameter.  The right amount of ginger and the right amount of sweet.  Although some cookies are crunchy and slightly hard, and others are slightly more chewy possibly due to a larger percentage of molasses in individual cookies.  The bag has a resealable tape to seal the bag, yet it is not as effective as a zip lock, but it works. I prefer another brand of organic and natural ginger snaps over these cookies, but these are still quite good."
"Amaurot Cookies",2020,"These cookies have a decent texture and a very strong ginger taste, so they should be superb for anyone who really loves ginger."
"Amaurot Cookies",2022,"Let me start by stating that Ginger Snaps are my favorite cookie, so I went into this predisposed to liking the product. However, these little babies are mouth blissfulness! Just the right amount of sweet, with a great ginger burn to finish...Yum! The bag I received was very well done, so the cookies were perfectly crispy, with a soft center. Best Ginger Snap I have EVER had! These are going to be a staple in my house from here on out! And they are Dairy and Egg Free, so they are perfect for a multitude of folks who have allergies. Straight up win! So, so happy to have found this product!"
"Amaurot Cookies",2022,"On the plus side, both my son and I loved, loved, loved the taste of these. These really are snappy ginger snaps. But on the minus side, my mother was afraid to eat them, because they are so hard. She was afraid she'd break her veneers. So these cookies get a big thumbs up for taste, but a thumbs down too, because they are way harder then they ought to be."
